code wahlberechtigte waehler nichtwaehler wahlbeteiligung_pct gemeinde art_der_stimme ungueltige_stimmen ungueltige_stimmen_pct gueltige_stimmen csu_absolut csu spd_absolut spd gruene_absolut gruene linke_absolut linke sonstige_absolut sonstige jahr region
572119 3480 2774 706 79.7 Bubenreuth E 20 0.7 2754 1360 49.4 740 26.9 257 9.3 88 3.2 309 11.2 2013 gemeinde
572119 3480 2774 706 79.7 Bubenreuth Z 23 0.8 2751 1138 41.4 654 23.8 369 13.4 90 3.3 500 18.2 2013 gemeinde
774118 1094 779 315 71.2 Bubesheim E 8 1 771 491 63.7 123 16 32 4.2 31 4 94 12.2 2013 gemeinde
774118 1094 779 315 71.2 Bubesheim Z 5 0.6 774 451 58.3 133 17.2 24 3.1 22 2.8 144 18.6 2013 gemeinde
177114 1134 892 242 78.7 Buch a.Buchrain E 8 0.9 884 490 55.4 119 13.5 62 7 26 2.9 187 21.2 2013 gemeinde
177114 1134 892 242 78.7 Buch a.Buchrain Z 9 1 883 446 50.5 110 12.5 68 7.7 26 2.9 233 26.4 2013 gemeinde
274121 2731 2045 686 74.9 Buch a.Erlbach E 26 1.3 2019 1174 58.1 313 15.5 209 10.4 70 3.5 253 12.5 2013 gemeinde
274121 2731 2045 686 74.9 Buch a.Erlbach Z 14 0.7 2031 1100 54.2 324 16 161 7.9 70 3.4 376 18.5 2013 gemeinde
571125 779 587 192 75.4 Buch a.Wald E 8 1.4 579 329 56.8 86 14.9 31 5.4 34 5.9 99 17.1 2013 gemeinde
571125 779 587 192 75.4 Buch a.Wald Z 6 1 581 278 47.8 91 15.7 40 6.9 31 5.3 141 24.3 2013 gemeinde
775118 2951 1985 966 67.3 Buch, M E 20 1 1965 1310 66.7 266 13.5 102 5.2 52 2.6 235 12 2013 gemeinde
775118 2951 1985 966 67.3 Buch, M Z 23 1.2 1962 1202 61.3 254 12.9 83 4.2 59 3 364 18.6 2013 gemeinde
183114 2401 1700 701 70.8 Buchbach, M E 17 1 1683 1139 67.7 186 11.1 130 7.7 48 2.9 180 10.7 2013 gemeinde
183114 2401 1700 701 70.8 Buchbach, M Z 19 1.1 1681 1030 61.3 197 11.7 128 7.6 58 3.5 268 15.9 2013 gemeinde
675114 906 651 255 71.9 Buchbrunn E 6 0.9 645 308 47.8 157 24.3 64 9.9 15 2.3 101 15.7 2013 gemeinde
675114 906 651 255 71.9 Buchbrunn Z 7 1.1 644 289 44.9 151 23.4 70 10.9 12 1.9 122 18.9 2013 gemeinde
779126 1286 969 317 75.3 Buchdorf E 15 1.5 954 621 65.1 153 16 47 4.9 37 3.9 96 10.1 2013 gemeinde
779126 1286 969 317 75.3 Buchdorf Z 10 1 959 588 61.3 138 14.4 52 5.4 21 2.2 160 16.7 2013 gemeinde
576117 4216 3113 1103 73.8 Büchenbach E 36 1.2 3077 1526 49.6 830 27 228 7.4 122 4 371 12.1 2013 gemeinde
576117 4216 3113 1103 73.8 Büchenbach Z 24 0.8 3089 1387 44.9 751 24.3 238 7.7 132 4.3 581 18.8 2013 gemeinde
780117 3169 2334 835 73.7 Buchenberg, M E 26 1.1 2308 1438 62.3 324 14 256 11.1 53 2.3 237 10.3 2013 gemeinde
780117 3169 2334 835 73.7 Buchenberg, M Z 21 0.9 2313 1230 53.2 300 13 266 11.5 66 2.9 451 19.5 2013 gemeinde
271118 732 519 213 70.9 Buchhofen E 5 1 514 381 74.1 64 12.5 7 1.4 6 1.2 56 10.9 2013 gemeinde
271118 732 519 213 70.9 Buchhofen Z 7 1.3 512 365 71.3 70 13.7 7 1.4 5 1 65 12.7 2013 gemeinde
275119 3181 1907 1274 59.9 Büchlberg E 20 1 1887 1109 58.8 418 22.2 65 3.4 62 3.3 233 12.3 2013 gemeinde
275119 3181 1907 1274 59.9 Büchlberg Z 13 0.7 1894 1001 52.9 421 22.2 85 4.5 72 3.8 315 16.6 2013 gemeinde
777121 9045 6331 2714 70 Buchloe, St E 42 0.7 6289 3576 56.9 1044 16.6 567 9 170 2.7 932 14.8 2013 gemeinde
777121 9045 6331 2714 70 Buchloe, St Z 29 0.5 6302 3302 52.4 1077 17.1 470 7.5 215 3.4 1238 19.6 2013 gemeinde
572120 2481 2114 367 85.2 Buckenhof E 13 0.6 2101 878 41.8 636 30.3 299 14.2 74 3.5 214 10.2 2013 gemeinde
572120 2481 2114 367 85.2 Buckenhof Z 15 0.7 2099 729 34.7 551 26.3 392 18.7 71 3.4 356 17 2013 gemeinde
674120 758 588 170 77.6 Bundorf E 9 1.5 579 320 55.3 77 13.3 43 7.4 15 2.6 124 21.4 2013 gemeinde
674120 758 588 170 77.6 Bundorf Z 5 0.9 583 321 55.1 85 14.6 37 6.3 23 3.9 117 20.1 2013 gemeinde
774121 6834 4358 2476 63.8 Burgau, St E 49 1.1 4309 2442 56.7 778 18.1 308 7.1 157 3.6 624 14.5 2013 gemeinde
774121 6834 4358 2476 63.8 Burgau, St Z 35 0.8 4323 2184 50.5 816 18.9 221 5.1 157 3.6 945 21.9 2013 gemeinde
780118 2553 1903 650 74.5 Burgberg i.Allgäu E 13 0.7 1890 1217 64.4 309 16.3 161 8.5 41 2.2 162 8.6 2013 gemeinde
780118 2553 1903 650 74.5 Burgberg i.Allgäu Z 8 0.4 1895 1055 55.7 300 15.8 180 9.5 51 2.7 309 16.3 2013 gemeinde
575115 2358 1633 725 69.3 Burgbernheim, St E 14 0.9 1619 975 60.2 270 16.7 156 9.6 48 3 170 10.5 2013 gemeinde
575115 2358 1633 725 69.3 Burgbernheim, St Z 25 1.5 1608 784 48.8 298 18.5 146 9.1 56 3.5 324 20.1 2013 gemeinde
471120 5225 3732 1493 71.4 Burgebrach, M E 32 0.9 3700 2410 65.1 577 15.6 164 4.4 117 3.2 432 11.7 2013 gemeinde
471120 5225 3732 1493 71.4 Burgebrach, M Z 40 1.1 3692 2256 61.1 470 12.7 172 4.7 131 3.5 663 18 2013 gemeinde
190118 1310 967 343 73.8 Burggen E 7 0.7 960 649 67.6 109 11.4 65 6.8 29 3 108 11.3 2013 gemeinde
190118 1310 967 343 73.8 Burggen Z 4 0.4 963 593 61.6 110 11.4 59 6.1 33 3.4 168 17.4 2013 gemeinde
575116 1884 1340 544 71.1 Burghaslach, M E 10 0.7 1330 826 62.1 247 18.6 93 7 34 2.6 130 9.8 2013 gemeinde
575116 1884 1340 544 71.1 Burghaslach, M Z 7 0.5 1333 716 53.7 264 19.8 94 7.1 44 3.3 215 16.1 2013 gemeinde
171112 13394 8933 4461 66.7 Burghausen, St E 66 0.7 8867 4841 54.6 1901 21.4 763 8.6 287 3.2 1075 12.1 2013 gemeinde
171112 13394 8933 4461 66.7 Burghausen, St Z 73 0.8 8860 4240 47.9 1955 22.1 784 8.8 351 4 1530 17.3 2013 gemeinde
185125 3567 2410 1157 67.6 Burgheim, M E 17 0.7 2393 1616 67.5 316 13.2 95 4 65 2.7 301 12.6 2013 gemeinde
185125 3567 2410 1157 67.6 Burgheim, M Z 22 0.9 2388 1498 62.7 332 13.9 98 4.1 64 2.7 396 16.6 2013 gemeinde
171113 7578 4831 2747 63.8 Burgkirchen a.d.Alz E 41 0.8 4790 3126 65.3 732 15.3 196 4.1 120 2.5 616 12.9 2013 gemeinde
171113 7578 4831 2747 63.8 Burgkirchen a.d.Alz Z 51 1.1 4780 2875 60.1 725 15.2 213 4.5 147 3.1 820 17.2 2013 gemeinde
478116 5361 3658 1703 68.2 Burgkunstadt, St E 41 1.1 3617 1996 55.2 765 21.2 132 3.6 109 3 615 17 2013 gemeinde
478116 5361 3658 1703 68.2 Burgkunstadt, St Z 51 1.4 3607 1808 50.1 827 22.9 205 5.7 135 3.7 632 17.5 2013 gemeinde
673186 1348 974 374 72.3 Burglauer E 12 1.2 962 636 66.1 150 15.6 63 6.5 49 5.1 64 6.7 2013 gemeinde
673186 1348 974 374 72.3 Burglauer Z 15 1.5 959 594 61.9 119 12.4 55 5.7 42 4.4 149 15.5 2013 gemeinde
376119 9822 6411 3411 65.3 Burglengenfeld, St E 63 1 6348 2955 46.6 2049 32.3 517 8.1 212 3.3 615 9.7 2013 gemeinde
376119 9822 6411 3411 65.3 Burglengenfeld, St Z 62 1 6349 2895 45.6 1736 27.3 391 6.2 255 4 1072 16.9 2013 gemeinde
571127 2548 1837 711 72.1 Burgoberbach E 24 1.3 1813 1003 55.3 405 22.3 97 5.4 70 3.9 238 13.1 2013 gemeinde
571127 2548 1837 711 72.1 Burgoberbach Z 25 1.4 1812 849 46.9 413 22.8 148 8.2 73 4 329 18.2 2013 gemeinde
674121 1133 852 281 75.2 Burgpreppach, M E 17 2 835 439 52.6 200 24 18 2.2 34 4.1 144 17.2 2013 gemeinde
674121 1133 852 281 75.2 Burgpreppach, M Z 14 1.6 838 399 47.6 185 22.1 23 2.7 31 3.7 200 23.9 2013 gemeinde
577120 929 725 204 78 Burgsalach E 12 1.7 713 476 66.8 136 19.1 18 2.5 14 2 69 9.7 2013 gemeinde
577120 929 725 204 78 Burgsalach Z 7 1 718 473 65.9 120 16.7 30 4.2 12 1.7 83 11.6 2013 gemeinde
677122 2042 1461 581 71.5 Burgsinn, M E 17 1.2 1444 581 40.2 541 37.5 75 5.2 42 2.9 205 14.2 2013 gemeinde
677122 2042 1461 581 71.5 Burgsinn, M Z 18 1.2 1443 647 44.8 391 27.1 107 7.4 49 3.4 249 17.3 2013 gemeinde
676116 3373 2555 818 75.7 Bürgstadt, M E 40 1.6 2515 1314 52.2 568 22.6 190 7.6 71 2.8 372 14.8 2013 gemeinde
676116 3373 2555 818 75.7 Bürgstadt, M Z 30 1.2 2525 1234 48.9 562 22.3 187 7.4 91 3.6 451 17.9 2013 gemeinde
574117 8949 6762 2187 75.6 Burgthann E 55 0.8 6707 3282 48.9 2070 30.9 414 6.2 234 3.5 707 10.5 2013 gemeinde
574117 8949 6762 2187 75.6 Burgthann Z 41 0.6 6721 2883 42.9 1779 26.5 608 9 261 3.9 1190 17.7 2013 gemeinde
471122 1074 740 334 68.9 Burgwindheim, M E 10 1.4 730 425 58.2 116 15.9 33 4.5 24 3.3 132 18.1 2013 gemeinde
471122 1074 740 334 68.9 Burgwindheim, M Z 7 0.9 733 409 55.8 101 13.8 32 4.4 23 3.1 168 22.9 2013 gemeinde
571128 905 579 326 64 Burk E 9 1.6 570 356 62.5 96 16.8 18 3.2 13 2.3 87 15.3 2013 gemeinde
571128 905 579 326 64 Burk Z 5 0.9 574 315 54.9 94 16.4 26 4.5 22 3.8 117 20.4 2013 gemeinde
672117 6244 4394 1850 70.4 Burkardroth, M E 47 1.1 4347 2839 65.3 667 15.3 283 6.5 186 4.3 372 8.6 2013 gemeinde
672117 6244 4394 1850 70.4 Burkardroth, M Z 51 1.2 4343 2573 59.2 622 14.3 159 3.7 174 4 815 18.8 2013 gemeinde
774122 2469 1598 871 64.7 Burtenbach, M E 12 0.8 1586 974 61.4 203 12.8 124 7.8 57 3.6 228 14.4 2013 gemeinde
774122 2469 1598 871 64.7 Burtenbach, M Z 8 0.5 1590 886 55.7 222 14 101 6.4 51 3.2 330 20.8 2013 gemeinde
471123 2710 2026 684 74.8 Buttenheim, M E 14 0.7 2012 1268 63 368 18.3 89 4.4 41 2 246 12.2 2013 gemeinde
471123 2710 2026 684 74.8 Buttenheim, M Z 18 0.9 2008 1236 61.6 285 14.2 88 4.4 42 2.1 357 17.8 2013 gemeinde
773122 4425 3151 1274 71.2 Buttenwiesen E 26 0.8 3125 1956 62.6 422 13.5 237 7.6 114 3.6 396 12.7 2013 gemeinde
773122 4425 3151 1274 71.2 Buttenwiesen Z 24 0.8 3127 1814 58 387 12.4 211 6.7 88 2.8 627 20.1 2013 gemeinde
679122 1047 857 190 81.9 Bütthard, M E 8 0.9 849 617 72.7 82 9.7 38 4.5 16 1.9 96 11.3 2013 gemeinde
679122 1047 857 190 81.9 Bütthard, M Z 7 0.8 850 544 64 77 9.1 53 6.2 21 2.5 155 18.2 2013 gemeinde
176118 2666 1995 671 74.8 Buxheim E 17 0.9 1978 1288 65.1 278 14.1 120 6.1 59 3 233 11.8 2013 gemeinde
176118 2666 1995 671 74.8 Buxheim Z 24 1.2 1971 1146 58.1 310 15.7 105 5.3 48 2.4 362 18.4 2013 gemeinde
778123 2304 1737 567 75.4 Buxheim E 11 0.6 1726 1016 58.9 310 18 119 6.9 31 1.8 250 14.5 2013 gemeinde
778123 2304 1737 567 75.4 Buxheim Z 16 0.9 1721 912 53 281 16.3 144 8.4 43 2.5 341 19.8 2013 gemeinde
573114 8430 6475 1955 76.8 Cadolzburg, M E 41 0.6 6434 3107 48.3 1752 27.2 522 8.1 246 3.8 807 12.5 2013 gemeinde
573114 8430 6475 1955 76.8 Cadolzburg, M Z 45 0.7 6430 2640 41.1 1586 24.7 606 9.4 298 4.6 1300 20.2 2013 gemeinde
675116 665 496 169 74.6 Castell E 4 0.8 492 299 60.8 77 15.7 38 7.7 28 5.7 50 10.2 2013 gemeinde
675116 665 496 169 74.6 Castell Z 2 0.4 494 261 52.8 77 15.6 39 7.9 30 6.1 87 17.6 2013 gemeinde
372116 13198 8336 4862 63.2 Cham, St E 60 0.7 8276 5516 66.7 1446 17.5 228 2.8 213 2.6 873 10.5 2013 gemeinde
372116 13198 8336 4862 63.2 Cham, St Z 99 1.2 8237 4654 56.5 1325 16.1 376 4.6 274 3.3 1608 19.5 2013 gemeinde
372117 2139 1342 797 62.7 Chamerau E 12 0.9 1330 871 65.5 241 18.1 38 2.9 34 2.6 146 11 2013 gemeinde
372117 2139 1342 797 62.7 Chamerau Z 16 1.2 1326 733 55.3 238 17.9 51 3.8 39 2.9 265 20 2013 gemeinde
189114 3598 2743 855 76.2 Chieming E 32 1.2 2711 1665 61.4 430 15.9 319 11.8 65 2.4 232 8.6 2013 gemeinde
189114 3598 2743 855 76.2 Chieming Z 18 0.7 2725 1516 55.6 359 13.2 319 11.7 52 1.9 479 17.6 2013 gemeinde
187123 164 134 30 81.7 Chiemsee E 2 1.5 132 91 68.9 12 9.1 7 5.3 2 1.5 20 15.2 2013 gemeinde
187123 164 134 30 81.7 Chiemsee Z 0 0 134 86 64.2 16 11.9 5 3.7 2 1.5 25 18.7 2013 gemeinde
463000 32384 21487 10897 66.4 Coburg, Krfr. St E 135 0.6 21352 8661 40.6 8628 40.4 1227 5.7 870 4.1 1966 9.2 2013 gemeinde
463000 32384 21487 10897 66.4 Coburg, Krfr. St Z 140 0.7 21347 8557 40.1 6158 28.8 2002 9.4 1109 5.2 3521 16.5 2013 gemeinde
676117 1877 1351 526 72 Collenberg E 17 1.3 1334 733 54.9 325 24.4 54 4 45 3.4 177 13.3 2013 gemeinde
676117 1877 1351 526 72 Collenberg Z 14 1 1337 689 51.5 315 23.6 72 5.4 52 3.9 209 15.6 2013 gemeinde
571130 1587 1171 416 73.8 Colmberg, M E 16 1.4 1155 617 53.4 212 18.4 74 6.4 40 3.5 212 18.4 2013 gemeinde
571130 1587 1171 416 73.8 Colmberg, M Z 12 1 1159 586 50.6 215 18.6 95 8.2 35 3 228 19.7 2013 gemeinde
472127 3965 2829 1136 71.3 Creußen, St E 22 0.8 2807 1567 55.8 743 26.5 143 5.1 81 2.9 273 9.7 2013 gemeinde
472127 3965 2829 1136 71.3 Creußen, St Z 19 0.7 2810 1395 49.6 677 24.1 164 5.8 87 3.1 487 17.3 2013 gemeinde
174115 30463 21643 8820 71 Dachau, GKSt E 171 0.8 21472 11961 55.7 4296 20 1625 7.6 723 3.4 2867 13.4 2013 gemeinde
174115 30463 21643 8820 71 Dachau, GKSt Z 159 0.7 21484 10754 50.1 4067 18.9 1878 8.7 757 3.5 4028 18.7 2013 gemeinde
575117 1382 1026 356 74.2 Dachsbach, M E 11 1.1 1015 600 59.1 173 17 87 8.6 30 3 125 12.3 2013 gemeinde
575117 1382 1026 356 74.2 Dachsbach, M Z 11 1.1 1015 541 53.3 171 16.8 61 6 41 4 201 19.8 2013 gemeinde
779129 642 454 188 70.7 Daiting E 1 0.2 453 317 70 63 13.9 17 3.8 17 3.8 39 8.6 2013 gemeinde
779129 642 454 188 70.7 Daiting Z 6 1.3 448 298 66.5 57 12.7 20 4.5 4 0.9 69 15.4 2013 gemeinde
671160 1474 952 522 64.6 Dammbach E 12 1.3 940 571 60.7 159 16.9 41 4.4 22 2.3 147 15.6 2013 gemeinde
671160 1474 952 522 64.6 Dammbach Z 9 0.9 943 507 53.8 146 15.5 44 4.7 28 3 218 23.1 2013 gemeinde
771122 4180 2994 1186 71.6 Dasing E 19 0.6 2975 1925 64.7 435 14.6 202 6.8 84 2.8 329 11.1 2013 gemeinde
771122 4180 2994 1186 71.6 Dasing Z 16 0.5 2978 1774 59.6 376 12.6 193 6.5 83 2.8 552 18.5 2013 gemeinde
271119 24879 14370 10509 57.8 Deggendorf, GKSt E 142 1 14228 8010 56.3 2462 17.3 770 5.4 526 3.7 2460 17.3 2013 gemeinde
271119 24879 14370 10509 57.8 Deggendorf, GKSt Z 127 0.9 14243 7384 51.8 2599 18.2 853 6 543 3.8 2864 20.1 2013 gemeinde
373119 3425 2584 841 75.4 Deining E 15 0.6 2569 1776 69.1 349 13.6 104 4 52 2 288 11.2 2013 gemeinde
373119 3425 2584 841 75.4 Deining Z 20 0.8 2564 1589 62 365 14.2 124 4.8 52 2 434 16.9 2013 gemeinde
779130 1458 936 522 64.2 Deiningen E 8 0.9 928 547 58.9 207 22.3 57 6.1 33 3.6 84 9.1 2013 gemeinde
779130 1458 936 522 64.2 Deiningen Z 12 1.3 924 480 51.9 195 21.1 67 7.3 24 2.6 158 17.1 2013 gemeinde
774124 1137 807 330 71 Deisenhausen E 13 1.6 794 508 64 104 13.1 46 5.8 21 2.6 115 14.5 2013 gemeinde
774124 1137 807 330 71 Deisenhausen Z 10 1.2 797 486 61 100 12.5 36 4.5 22 2.8 153 19.2 2013 gemeinde
176120 3358 2372 986 70.6 Denkendorf E 17 0.7 2355 1480 62.8 368 15.6 130 5.5 77 3.3 300 12.7 2013 gemeinde
176120 3358 2372 986 70.6 Denkendorf Z 20 0.8 2352 1322 56.2 409 17.4 117 5 79 3.4 425 18.1 2013 gemeinde
181113 1977 1454 523 73.5 Denklingen E 18 1.2 1436 953 66.4 156 10.9 88 6.1 46 3.2 193 13.4 2013 gemeinde
181113 1977 1454 523 73.5 Denklingen Z 12 0.8 1442 901 62.5 157 10.9 84 5.8 46 3.2 254 17.6 2013 gemeinde
571132 1937 1261 676 65.1 Dentlein a.Forst, M E 13 1 1248 722 57.9 252 20.2 43 3.4 49 3.9 182 14.6 2013 gemeinde
571132 1937 1261 676 65.1 Dentlein a.Forst, M Z 10 0.8 1251 600 48 270 21.6 87 7 51 4.1 243 19.4 2013 gemeinde
675117 5563 4093 1470 73.6 Dettelbach, St E 47 1.1 4046 2226 55 914 22.6 261 6.5 141 3.5 504 12.5 2013 gemeinde
675117 5563 4093 1470 73.6 Dettelbach, St Z 36 0.9 4057 2091 51.5 862 21.2 251 6.2 140 3.5 713 17.6 2013 gemeinde
375127 1621 1192 429 73.5 Deuerling E 8 0.7 1184 538 45.4 388 32.8 60 5.1 36 3 162 13.7 2013 gemeinde
375127 1621 1192 429 73.5 Deuerling Z 6 0.5 1186 610 51.4 263 22.2 92 7.8 49 4.1 172 14.5 2013 gemeinde
571134 877 591 286 67.4 Diebach E 8 1.4 583 350 60 111 19 32 5.5 23 3.9 67 11.5 2013 gemeinde
571134 877 591 286 67.4 Diebach Z 2 0.3 589 303 51.4 109 18.5 41 7 23 3.9 113 19.2 2013 gemeinde
772130 7777 5833 1944 75 Diedorf, M E 38 0.7 5795 3515 60.7 1063 18.3 430 7.4 157 2.7 630 10.9 2013 gemeinde
772130 7777 5833 1944 75 Diedorf, M Z 40 0.7 5793 2925 50.5 1119 19.3 514 8.9 174 3 1061 18.3 2013 gemeinde
181114 7995 6033 1962 75.5 Dießen am Ammersee, M E 62 1 5971 3058 51.2 1028 17.2 917 15.4 227 3.8 741 12.4 2013 gemeinde
181114 7995 6033 1962 75.5 Dießen am Ammersee, M Z 39 0.6 5994 2731 45.6 1001 16.7 896 14.9 222 3.7 1144 19.1 2013 gemeinde
575118 2903 2101 802 72.4 Diespeck E 15 0.7 2086 1117 53.5 480 23 194 9.3 58 2.8 237 11.4 2013 gemeinde
575118 2903 2101 802 72.4 Diespeck Z 17 0.8 2084 961 46.1 520 25 169 8.1 68 3.3 366 17.6 2013 gemeinde
571135 4205 2983 1222 70.9 Dietenhofen, M E 28 0.9 2955 866 29.3 414 14 139 4.7 94 3.2 1442 48.8 2013 gemeinde
571135 4205 2983 1222 70.9 Dietenhofen, M Z 37 1.2 2946 1223 41.5 526 17.9 188 6.4 102 3.5 907 30.8 2013 gemeinde
277114 2483 1614 869 65 Dietersburg E 24 1.5 1590 998 62.8 195 12.3 88 5.5 52 3.3 257 16.2 2013 gemeinde
277114 2483 1614 869 65 Dietersburg Z 11 0.7 1603 943 58.8 189 11.8 94 5.9 51 3.2 326 20.3 2013 gemeinde
575119 1714 1249 465 72.9 Dietersheim E 6 0.5 1243 719 57.8 225 18.1 118 9.5 59 4.7 122 9.8 2013 gemeinde
575119 1714 1249 465 72.9 Dietersheim Z 8 0.6 1241 591 47.6 257 20.7 101 8.1 64 5.2 228 18.4 2013 gemeinde
376122 824 555 269 67.4 Dieterskirchen E 4 0.7 551 329 59.7 138 25 13 2.4 13 2.4 58 10.5 2013 gemeinde
376122 824 555 269 67.4 Dieterskirchen Z 3 0.5 552 354 64.1 72 13 18 3.3 11 2 97 17.6 2013 gemeinde
373121 4745 3500 1245 73.8 Dietfurt a.d.Altmühl, St E 22 0.6 3478 2463 70.8 444 12.8 165 4.7 76 2.2 330 9.5 2013 gemeinde
373121 4745 3500 1245 73.8 Dietfurt a.d.Altmühl, St Z 22 0.6 3478 2271 65.3 416 12 183 5.3 80 2.3 528 15.2 2013 gemeinde
780119 6185 4601 1584 74.4 Dietmannsried, M E 41 0.9 4560 2947 64.6 690 15.1 309 6.8 137 3 477 10.5 2013 gemeinde
780119 6185 4601 1584 74.4 Dietmannsried, M Z 25 0.5 4576 2607 57 645 14.1 326 7.1 131 2.9 867 18.9 2013 gemeinde
173118 4039 2977 1062 73.7 Dietramszell E 38 1.3 2939 1826 62.1 334 11.4 264 9 59 2 456 15.5 2013 gemeinde
173118 4039 2977 1062 73.7 Dietramszell Z 17 0.6 2960 1727 58.3 272 9.2 248 8.4 51 1.7 662 22.4 2013 gemeinde
773125 14149 8894 5255 62.9 Dillingen a.d.Donau, GKSt E 113 1.3 8781 5433 61.9 1429 16.3 778 8.9 343 3.9 798 9.1 2013 gemeinde
773125 14149 8894 5255 62.9 Dillingen a.d.Donau, GKSt Z 102 1.1 8792 5042 57.3 1423 16.2 484 5.5 284 3.2 1559 17.7 2013 gemeinde
279112 13655 7407 6248 54.2 Dingolfing, St E 131 1.8 7276 4063 55.8 1595 21.9 321 4.4 242 3.3 1055 14.5 2013 gemeinde
279112 13655 7407 6248 54.2 Dingolfing, St Z 89 1.2 7318 4013 54.8 1485 20.3 331 4.5 255 3.5 1234 16.9 2013 gemeinde
678122 1029 795 234 77.3 Dingolshausen E 13 1.6 782 500 63.9 120 15.3 30 3.8 40 5.1 92 11.8 2013 gemeinde
678122 1029 795 234 77.3 Dingolshausen Z 11 1.4 784 461 58.8 127 16.2 38 4.8 28 3.6 130 16.6 2013 gemeinde
571136 9160 6132 3028 66.9 Dinkelsbühl, GKSt E 58 0.9 6074 3203 52.7 1141 18.8 416 6.8 204 3.4 1110 18.3 2013 gemeinde
571136 9160 6132 3028 66.9 Dinkelsbühl, GKSt Z 56 0.9 6076 2876 47.3 1239 20.4 579 9.5 222 3.7 1160 19.1 2013 gemeinde
772131 5142 3777 1365 73.5 Dinkelscherben, M E 36 1 3741 2439 65.2 539 14.4 271 7.2 92 2.5 400 10.7 2013 gemeinde
772131 5142 3777 1365 73.5 Dinkelscherben, M Z 27 0.7 3750 2092 55.8 548 14.6 298 7.9 104 2.8 708 18.9 2013 gemeinde
778127 1647 1154 493 70.1 Dirlewang, M E 33 2.9 1121 651 58.1 152 13.6 63 5.6 25 2.2 230 20.5 2013 gemeinde
778127 1647 1154 493 70.1 Dirlewang, M Z 13 1.1 1141 599 52.5 148 13 75 6.6 28 2.5 291 25.5 2013 gemeinde
678123 5879 4555 1324 77.5 Dittelbrunn E 51 1.1 4504 2454 54.5 1192 26.5 233 5.2 212 4.7 413 9.2 2013 gemeinde
678123 5879 4555 1324 77.5 Dittelbrunn Z 43 0.9 4512 2338 51.8 956 21.2 353 7.8 207 4.6 658 14.6 2013 gemeinde
577122 1420 1119 301 78.8 Dittenheim E 8 0.7 1111 704 63.4 217 19.5 57 5.1 33 3 100 9 2013 gemeinde
577122 1420 1119 301 78.8 Dittenheim Z 8 0.7 1111 633 57 212 19.1 98 8.8 34 3.1 134 12.1 2013 gemeinde
475120 3235 2478 757 76.6 Döhlau E 15 0.6 2463 1410 57.2 602 24.4 149 6 105 4.3 197 8 2013 gemeinde
475120 3235 2478 757 76.6 Döhlau Z 14 0.6 2464 1196 48.5 561 22.8 144 5.8 104 4.2 459 18.6 2013 gemeinde
176121 2107 1605 502 76.2 Dollnstein, M E 23 1.4 1582 925 58.5 343 21.7 70 4.4 51 3.2 193 12.2 2013 gemeinde
176121 2107 1605 502 76.2 Dollnstein, M Z 29 1.8 1576 831 52.7 340 21.6 72 4.6 55 3.5 278 17.6 2013 gemeinde
571137 1183 751 432 63.5 Dombühl, M E 10 1.3 741 445 60.1 118 15.9 55 7.4 37 5 86 11.6 2013 gemeinde
571137 1183 751 432 63.5 Dombühl, M Z 6 0.8 745 387 51.9 126 16.9 56 7.5 34 4.6 142 19.1 2013 gemeinde
375130 3113 2311 802 74.2 Donaustauf, M E 31 1.3 2280 1136 49.8 495 21.7 207 9.1 62 2.7 380 16.7 2013 gemeinde
375130 3113 2311 802 74.2 Donaustauf, M Z 25 1.1 2286 1140 49.9 459 20.1 199 8.7 84 3.7 404 17.7 2013 gemeinde
779131 14024 9726 4298 69.4 Donauwörth, GKSt E 162 1.7 9564 5127 53.6 2051 21.4 721 7.5 609 6.4 1056 11 2013 gemeinde
779131 14024 9726 4298 69.4 Donauwörth, GKSt Z 97 1 9629 4877 50.6 1877 19.5 787 8.2 362 3.8 1726 17.9 2013 gemeinde
678124 1548 1187 361 76.7 Donnersdorf E 18 1.5 1169 800 68.4 162 13.9 55 4.7 47 4 105 9 2013 gemeinde
678124 1548 1187 361 76.7 Donnersdorf Z 13 1.1 1174 736 62.7 157 13.4 61 5.2 43 3.7 177 15.1 2013 gemeinde
177115 10517 7641 2876 72.7 Dorfen, St E 55 0.7 7586 3935 51.9 1305 17.2 790 10.4 263 3.5 1293 17 2013 gemeinde
177115 10517 7641 2876 72.7 Dorfen, St Z 49 0.6 7592 3671 48.4 1146 15.1 845 11.1 273 3.6 1657 21.8 2013 gemeinde
473120 3110 2061 1049 66.3 Dörfles-Esbach E 13 0.6 2048 917 44.8 759 37.1 62 3 102 5 208 10.2 2013 gemeinde
473120 3110 2061 1049 66.3 Dörfles-Esbach Z 21 1 2040 876 42.9 612 30 92 4.5 123 6 337 16.5 2013 gemeinde
676118 1432 1078 354 75.3 Dorfprozelten E 14 1.3 1064 544 51.1 283 26.6 51 4.8 24 2.3 162 15.2 2013 gemeinde
676118 1432 1078 354 75.3 Dorfprozelten Z 17 1.6 1061 506 47.7 268 25.3 57 5.4 30 2.8 200 18.9 2013 gemeinde
474119 1664 1348 316 81 Dormitz E 10 0.7 1338 696 52 295 22 120 9 35 2.6 192 14.3 2013 gemeinde
474119 1664 1348 316 81 Dormitz Z 10 0.7 1338 633 47.3 265 19.8 121 9 47 3.5 272 20.3 2013 gemeinde
